"","Bottle Code","Year","Experiment","Location","Plot","Cut Trt","Var Trt","Cuts","Variety","Sample Timing","Sample Type","Harvest Point","Sample ID","Site","Paddock","Sample","Treatment","...9","...10","...11","Study","PlotNum","Main Treatment","SubPlot Treatment","...7","...8"
"142","220141","2022","RALLF","St. Paul","2410","1","6","5 cuts","RR5","~ June 28","Quadrat Sample",2,"220141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","220142","2022","RALLF","St. Paul","2411","1","5","5 cuts","RR4","~ June 28","Quadrat Sample",2,"220142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","220143","2022","RALLF","St. Paul","2412","1","3","5 cuts","HX5","~ June 28","Quadrat Sample",2,"220143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","220144","2022","RALLF","Rosemount","1101","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","220145","2022","RALLF","Rosemount","1102","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","220146","2022","RALLF","Rosemount","1103","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","220147","2022","RALLF","Rosemount","1104","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","220148","2022","RALLF","Rosemount","1105","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","220149","2022","RALLF","Rosemount","1106","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","220150","2022","RALLF","Rosemount","1201","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","220151","2022","RALLF","Rosemount","1202","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","220152","2022","RALLF","Rosemount","1203","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","220153","2022","RALLF","Rosemount","1204","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","220154","2022","RALLF","Rosemount","1205","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","220155","2022","RALLF","Rosemount","1206","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","220156","2022","RALLF","Rosemount","1307","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","220157","2022","RALLF","Rosemount","1308","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","220158","2022","RALLF","Rosemount","1309","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","220159","2022","RALLF","Rosemount","1310","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","220160","2022","RALLF","Rosemount","1311","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","220161","2022","RALLF","Rosemount","1312","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","220162","2022","RALLF","Rosemount","1401","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","220163","2022","RALLF","Rosemount","1402","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","220164","2022","RALLF","Rosemount","1403","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","220165","2022","RALLF","Rosemount","1404","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","220166","2022","RALLF","Rosemount","1405","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","220167","2022","RALLF","Rosemount","1406","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","220168","2022","RALLF","St. Paul","2101","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","220169","2022","RALLF","St. Paul","2102","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","220170","2022","RALLF","St. Paul","2103","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","220171","2022","RALLF","St. Paul","2104","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","220172","2022","RALLF","St. Paul","2105","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","220173","2022","RALLF","St. Paul","2106","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","220174","2022","RALLF","St. Paul","2201","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","220175","2022","RALLF","St. Paul","2202","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","220176","2022","RALLF","St. Paul","2203","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","220177","2022","RALLF","St. Paul","2204","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","220178","2022","RALLF","St. Paul","2205","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","220179","2022","RALLF","St. Paul","2206","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","220180","2022","RALLF","St. Paul","2307","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","220181","2022","RALLF","St. Paul","2308","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","220182","2022","RALLF","St. Paul","2309","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","220183","2022","RALLF","St. Paul","2310","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","220184","2022","RALLF","St. Paul","2311","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","220185","2022","RALLF","St. Paul","2312","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","220186","2022","RALLF","St. Paul","2401","2","6","4 cuts","RR5","~ July 8","Quadrat Sample",3,"220186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","220187","2022","RALLF","St. Paul","2402","2","4","4 cuts","RR3","~ July 8","Quadrat Sample",3,"220187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","220188","2022","RALLF","St. Paul","2403","2","2","4 cuts","HX4","~ July 8","Quadrat Sample",3,"220188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","220189","2022","RALLF","St. Paul","2404","2","3","4 cuts","HX5","~ July 8","Quadrat Sample",3,"220189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","220190","2022","RALLF","St. Paul","2405","2","5","4 cuts","RR4","~ July 8","Quadrat Sample",3,"220190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","220191","2022","RALLF","St. Paul","2406","2","1","4 cuts","HX3","~ July 8","Quadrat Sample",3,"220191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","220192","2022","RALLF","Rosemount","1107","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","220193","2022","RALLF","Rosemount","1108","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","220194","2022","RALLF","Rosemount","1109","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","220195","2022","RALLF","Rosemount","1110","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","220196","2022","RALLF","Rosemount","1111","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","220197","2022","RALLF","Rosemount","1112","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","220198","2022","RALLF","Rosemount","1207","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","220199","2022","RALLF","Rosemount","1208","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","220200","2022","RALLF","Rosemount","1209","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","220201","2022","RALLF","Rosemount","1210","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","220202","2022","RALLF","Rosemount","1211","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","220203","2022","RALLF","Rosemount","1212","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","220204","2022","RALLF","Rosemount","1301","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","220205","2022","RALLF","Rosemount","1302","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","220206","2022","RALLF","Rosemount","1303","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","220207","2022","RALLF","Rosemount","1304","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","220208","2022","RALLF","Rosemount","1305","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","220209","2022","RALLF","Rosemount","1306","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","220210","2022","RALLF","Rosemount","1407","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","220211","2022","RALLF","Rosemount","1408","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","220212","2022","RALLF","Rosemount","1409","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","220213","2022","RALLF","Rosemount","1410","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","220214","2022","RALLF","Rosemount","1411","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","220215","2022","RALLF","Rosemount","1412","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","220216","2022","RALLF","St. Paul","2107","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","220217","2022","RALLF","St. Paul","2108","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","220218","2022","RALLF","St. Paul","2109","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","220219","2022","RALLF","St. Paul","2110","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","220220","2022","RALLF","St. Paul","2111","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","220221","2022","RALLF","St. Paul","2112","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","220222","2022","RALLF","St. Paul","2207","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","220223","2022","RALLF","St. Paul","2208","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","220224","2022","RALLF","St. Paul","2209","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","220225","2022","RALLF","St. Paul","2210","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","220226","2022","RALLF","St. Paul","2211","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","220227","2022","RALLF","St. Paul","2212","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","220228","2022","RALLF","St. Paul","2301","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","220229","2022","RALLF","St. Paul","2302","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","220230","2022","RALLF","St. Paul","2303","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","220231","2022","RALLF","St. Paul","2304","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","220232","2022","RALLF","St. Paul","2305","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","220233","2022","RALLF","St. Paul","2306","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","220234","2022","RALLF","St. Paul","2407","1","1","5 cuts","HX3","~ Aug 2","Quadrat Sample",4,"220234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","220235","2022","RALLF","St. Paul","2408","1","4","5 cuts","RR3","~ Aug 2","Quadrat Sample",4,"220235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","220236","2022","RALLF","St. Paul","2409","1","2","5 cuts","HX4","~ Aug 2","Quadrat Sample",4,"220236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","220237","2022","RALLF","St. Paul","2410","1","6","5 cuts","RR5","~ Aug 2","Quadrat Sample",4,"220237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","220238","2022","RALLF","St. Paul","2411","1","5","5 cuts","RR4","~ Aug 2","Quadrat Sample",4,"220238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","220239","2022","RALLF","St. Paul","2412","1","3","5 cuts","HX5","~ Aug 2","Quadrat Sample",4,"220239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","220240","2022","RALLF","Rosemount","1101","2","2","4 cuts","HX4","~ Aug 22","Quadrat Sample",5,"220240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","220241","2022","RALLF","Rosemount","1102","2","4","4 cuts","RR3","~ Aug 22","Quadrat Sample",5,"220241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","220242","2022","RALLF","Rosemount","1103","2","3","4 cuts","HX5","~ Aug 22","Quadrat Sample",5,"220242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","220243","2022","RALLF","Rosemount","1104","2","5","4 cuts","RR4","~ Aug 22","Quadrat Sample",5,"220243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","220244","2022","RALLF","Rosemount","1105","2","6","4 cuts","RR5","~ Aug 22","Quadrat Sample",5,"220244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","220245","2022","RALLF","Rosemount","1106","2","1","4 cuts","HX3","~ Aug 22","Quadrat Sample",5,"220245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","220246","2022","RALLF","Rosemount","1201","2","6","4 cuts","RR5","~ Aug 22","Quadrat Sample",5,"220246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","220247","2022","RALLF","Rosemount","1202","2","5","4 cuts","RR4","~ Aug 22","Quadrat Sample",5,"220247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","220248","2022","RALLF","Rosemount","1203","2","4","4 cuts","RR3","~ Aug 22","Quadrat Sample",5,"220248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","220249","2022","RALLF","Rosemount","1204","2","2","4 cuts","HX4","~ Aug 22","Quadrat Sample",5,"220249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","220250","2022","RALLF","Rosemount","1205","2","3","4 cuts","HX5","~ Aug 22","Quadrat Sample",5,"220250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","220251","2022","RALLF","Rosemount","1206","2","1","4 cuts","HX3","~ Aug 22","Quadrat Sample",5,"220251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","220252","2022","RALLF","Rosemount","1307","2","4","4 cuts","RR3","~ Aug 22","Quadrat Sample",5,"220252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","220253","2022","RALLF","Rosemount","1308","2","2","4 cuts","HX4","~ Aug 22","Quadrat Sample",5,"220253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","220254","2022","RALLF","Rosemount","1309","2","1","4 cuts","HX3","~ Aug 22","Quadrat Sample",5,"220254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","220255","2022","RALLF","Rosemount","1310","2","5","4 cuts","RR4","~ Aug 22","Quadrat Sample",5,"220255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","220256","2022","RALLF","Rosemount","1311","2","6","4 cuts","RR5","~ Aug 22","Quadrat Sample",5,"220256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","220257","2022","RALLF","Rosemount","1312","2","3","4 cuts","HX5","~ Aug 22","Quadrat Sample",5,"220257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","220258","2022","RALLF","Rosemount","1401","2","2","4 cuts","HX4","~ Aug 22","Quadrat Sample",5,"220258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","220259","2022","RALLF","Rosemount","1402","2","3","4 cuts","HX5","~ Aug 22","Quadrat Sample",5,"220259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","220260","2022","RALLF","Rosemount","1403","2","5","4 cuts","RR4","~ Aug 22","Quadrat Sample",5,"220260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","220261","2022","RALLF","Rosemount","1404","2","4","4 cuts","RR3","~ Aug 22","Quadrat Sample",5,"220261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","220262","2022","RALLF","Rosemount","1405","2","1","4 cuts","HX3","~ Aug 22","Quadrat Sample",5,"220262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","220263","2022","RALLF","Rosemount","1406","2","6","4 cuts","RR5","~ Aug 22","Quadrat Sample",5,"220263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","220264","2022","RALLF","St. Paul","2101","2","1","4 cuts","HX3","~ Aug 22","Quadrat Sample",5,"220264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","220265","2022","RALLF","St. Paul","2102","2","6","4 cuts","RR5","~ Aug 22","Quadrat Sample",5,"220265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","220266","2022","RALLF","St. Paul","2103","2","4","4 cuts","RR3","~ Aug 22","Quadrat Sample",5,"220266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","220267","2022","RALLF","St. Paul","2104","2","3","4 cuts","HX5","~ Aug 22","Quadrat Sample",5,"220267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","220268","2022","RALLF","St. Paul","2105","2","2","4 cuts","HX4","~ Aug 22","Quadrat Sample",5,"220268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","220269","2022","RALLF","St. Paul","2106","2","5","4 cuts","RR4","~ Aug 22","Quadrat Sample",5,"220269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","220270","2022","RALLF","St. Paul","2201","2","2","4 cuts","HX4","~ Aug 22","Quadrat Sample",5,"220270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","220271","2022","RALLF","St. Paul","2202","2","4","4 cuts","RR3","~ Aug 22","Quadrat Sample",5,"220271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","220272","2022","RALLF","St. Paul","2203","2","5","4 cuts","RR4","~ Aug 22","Quadrat Sample",5,"220272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","220273","2022","RALLF","St. Paul","2204","2","3","4 cuts","HX5","~ Aug 22","Quadrat Sample",5,"220273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","220274","2022","RALLF","St. Paul","2205","2","1","4 cuts","HX3","~ Aug 22","Quadrat Sample",5,"220274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","220275","2022","RALLF","St. Paul","2206","2","6","4 cuts","RR5","~ Aug 22","Quadrat Sample",5,"220275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","220276","2022","RALLF","St. Paul","2307","2","2","4 cuts","HX4","~ Aug 22","Quadrat Sample",5,"220276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","220277","2022","RALLF","St. Paul","2308","2","5","4 cuts","RR4","~ Aug 22","Quadrat Sample",5,"220277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","220278","2022","RALLF","St. Paul","2309","2","1","4 cuts","HX3","~ Aug 22","Quadrat Sample",5,"220278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","220279","2022","RALLF","St. Paul","2310","2","4","4 cuts","RR3","~ Aug 22","Quadrat Sample",5,"220279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","220280","2022","RALLF","St. Paul","2311","2","6","4 cuts","RR5","~ Aug 22","Quadrat Sample",5,"220280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","220281","2022","RALLF","St. Paul","2312","2","3","4 cuts","HX5","~ Aug 22","Quadrat Sample",5,"220281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
